input,url,handle,banner_img,profile_image,name,subscribers,Description,videos_count,created_date,views,Details,Links,identifier,id
"{'url': 'https://www.youtube.com/@Sahil_Bloom/about', 'discovery_input': ''}",https://www.youtube.com/@Sahil_Bloom/about,@Sahil_Bloom,"https://yt3.googleusercontent.com/P9bcGgqnfaaho3g3S4D3m9i0-kNP86t9xWCaGHMfpk9O-5dgTz9Mnj0D-5NTYeE-7bKMBaqt6A=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",https://yt3.googleusercontent.com/ZtsOd6MKXpPHXV7stwD8WoqsdGIGrwSHAfw-bzZxF6Ny3vDnRPBnauSJULrjSyDPfNjsFOeQrQ=s160-c-k-c0x00ffffff-no-rj,Sahil Bloom,20400,"Exploring my curiosity and sharing what I learn along the way. Gave up a grand slam on ESPN in 2012 and still waiting for it to land.
",419,2021-11-05T00:00:00.000Z,1145902,{'location': 'United States'},"['the5typesofwealth.com', 'sahilbloom.com/newsletter', 'sahilbloom.com', 'linkedin.com/in/sahilbloom', 'twitter.com/SahilBloom', 'instagram.com/sahilbloom']",UC0vZSXQHRGPNZMFAKPLJcww,UC0vZSXQHRGPNZMFAKPLJcww
