input,url,handle,banner_img,profile_image,name,subscribers,Description,videos_count,created_date,views,Links,identifier,id
"{'url': 'https://www.youtube.com/@neoexplains/about', 'discovery_input': ''}",https://www.youtube.com/@neoexplains/about,@neoexplains,"https://yt3.googleusercontent.com/shdd3os0Us1bdPVg3sRIRd1uObLENN4pvnjtzVfy3qdMJlvk3sFk1y_knt6aKbCHaAVysDMJEA=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",https://yt3.googleusercontent.com/ytc/AIdro_mtg1eqq0jyDgYV2Mf2eJTlYIqbism_th4mRhWeWB9cFM4=s160-c-k-c0x00ffffff-no-rj,neo,2140000,"Neo creates educational short documentaries about topics ranging from politics, geography, media, society, and more.",71,2016-02-17T00:00:00.000Z,287864962,"['twitter.com/NeoExplains', 'facebook.com/Neo-2469247756694957/?modal=admin_todo_tour']",UCtYKe7-XbaDjpUwcU5x0bLg,UCtYKe7-XbaDjpUwcU5x0bLg
