input,url,handle,banner_img,profile_image,name,subscribers,Description,videos_count,created_date,views,Details,Links,identifier,id
{'url': 'https://www.youtube.com/@MarkRoussinCPA/about'},https://www.youtube.com/@MarkRoussinCPA/about,@MarkRoussinCPA,"https://yt3.googleusercontent.com/rSo6UKY563KNi69jOhHp7tAcmtLnqiQ02WRQZoxHFPiOxZ3FLLdTkNQKjb0nFINqROY5Lktjc2Y=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",https://yt3.googleusercontent.com/qx9gwkoYf5PseOaYY4ejdAe7KUAw0CO9kk-uTXFoOhrncJgIZjfTCSnCOyrXZDT5Lxhug6ZscC8=s160-c-k-c0x00ffffff-no-rj,"Mark Roussin, CPA",57300,"Welcome to my channel! If you are looking to boost your financial knowledge and learn about stocks, you have come to the right place!

My name is Mark -- I am a Certified Public Accountant who has been investing for nearly 15 years. I have been an active CPA in the state of California for over a decade now. I am also the founder of Roussin Financial (RoussinFinancial.com) which is my own financial business created with the intention of helping investors enhance their financial literacy. I have performed 1 on 1 coaching for a number of clients in the topics of both Personal Finances and Investing.

My goal with this YouTube channel is to spread Financial Literacy for those looking to learn. I will be discussing stock picks, investing strategies, market news, and other financial topics which are intended to be for information purposes only.

If these topics interest you, please hit that SUBSCRIBE button and let's get investing!
",298,2021-06-23T00:00:00.000Z,4674429,{'location': 'United States'},"['go.roussinfinancial.com/evaluation', 'twitter.com/Dividend_Dollar', 'instagram.com/dividend_dollar']",UCC7xhD0o7FBHdKXZxMRFspQ,UCC7xhD0o7FBHdKXZxMRFspQ
