input,url,handle,banner_img,profile_image,name,subscribers,Description,videos_count,created_date,views,Details,Links,identifier,id
"{'url': 'https://www.youtube.com/@KillTony/about', 'discovery_input': ''}",https://www.youtube.com/@KillTony/about,@KillTony,"https://yt3.googleusercontent.com/uA94MobiyGgbgxcliFYZxAZiotudinIe3uJFWK5qy9vL5-0gzJz_nq8M2PDzj-4RAhK5VQbV7Q=w2560-fcrop64=1,00005a57ffffa5a8-k-c0xffffffff-no-nd-rj",https://yt3.googleusercontent.com/3R4cQpkGpvsS-eXXyx9TTBy3d-nAPXit2E5MTFxWjr0iJUssT-sCzvyEpazDpAoKnrA8rj13uA=s160-c-k-c0x00ffffff-no-rj,Kill Tony,1570000,"Kill Tony, a live podcast taped in Austin, Texas and all over the world.  Featuring Tony Hinchcliffe & Brian Redban and the band with huge celebrity guests.",524,2015-12-15T00:00:00.000Z,295382892,{'location': 'United States'},"['killmerch.com', 'tonyhinchcliffe.com', 'deathsquad.tv', 'bit.ly/KILLTONYApple', 'bit.ly/KILLTONYSpotify']",UCwzCMiicL-hBUzyjWiJaseg,UCwzCMiicL-hBUzyjWiJaseg
